company_name,evidence_query,evidence_year,new_region,document_id,evidence_score_for_this_evidence_item
AES Corporation,Energy Transition & Zero Carbon Technologies,2022,south_america,-001-073-AES_twitter_Chile_25.10.22_oct2022.pdf,0
AES Corporation,Energy Transition & Zero Carbon Technologies,2022,north_america,-000-959-companies_lajornada_USMexicomeeting_1.4.22_apr2022.pdf,0
Cummins,Communication of Climate Science,2022,united_states,-001-122-AES_IBJ_CEOinterview_28.10.22_feb2023.pdf,1
Cummins,Communication of Climate Science,2022,united_states,-000-931-Cummins_2022_ClimateTwitter_Feb2022.pdf,1
Cummins,Communication of Climate Science,2022,global,-000-936-Cummins_2022_ClimateNews_Feb2022.pdf,1
Cummins,Communication of Climate Science,2022,global,-001-022-Cummins_2021-sustainability-progress-report-CEO-Letter_Jul2022_Jul2022.pdf,1
Cummins,Communication of Climate Science,2022,global,-000-903-Cummins_2022_PolicyPositions_Jan2022.pdf,1
Cummins,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-966-Jointletter_HAC_gasfunding_2.5.22_may2022.pdf,-2
Cummins,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-934-Why_engine-maker_Cummins_is_lobbying_President_Biden_for_new_climate_legislation___Fortune.pdf,0
Cummins,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-122-AES_IBJ_CEOinterview_28.10.22_feb2023.pdf,2
Cummins,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-060-Companies_C2ES_IRA_5.8.22_aug2022.pdf,2
Cummins,Energy Transition & Zero Carbon Technologies,2022,eu,-000-984-Joint-Letter_RefuelEU-Maritime_06-2022.pdf,2
Cummins,Energy Transition & Zero Carbon Technologies,2022,eu,-000-964-2022.04.27_AFIR_Industry_Letter.pdf,2
Cummins,Energy Transition & Zero Carbon Technologies,2022,global,-001-021-Cummins_PressRelease_Feb2022_Jul2022.pdf,-1
Cummins,Energy Transition & Zero Carbon Technologies,2022,global,-001-059-Cummins_GreenHydrogen_Sep2022_Oct2022.pdf,1
Cummins,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-Cummins_CEO_Climate_PressRelease_Jan2022_Aug2022.pdf,0
Cummins,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-Cummins_CEO_Climate_PressRelease_Jan2022_Aug2022.pdf,1
Cummins,Supporting the Need for Regulations,2022,united_states,-000-938-Autos_Hill_Build-Back-Better_02-2022.pdf,2
Cummins,Supporting the Need for Regulations,2022,united_states,-001-016-C2ES_ad_reconciliation_12.7.22_july2022.pdf,2
Cummins,Supporting the Need for Regulations,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
Cummins,Supporting the Need for Regulations,2022,united_states,-001-122-AES_IBJ_CEOinterview_28.10.22_feb2023.pdf,1
Cummins,Supporting the Need for Regulations,2022,global,-001-059-Cummins_net-zero-emissions_Sep2022_Oct2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-045-Biden_Adviser's_Lobbying_Firm_Is_Undermining_Democratic_Party_Priorities.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-029-NationalGrid_e&enews_Massclimatebill_12.8.22_aug2022.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NationalGrid_NYC_lobbyreport_03.22_aug2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NationalGrid_NYC_lobbyreport_14.3.22_aug2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-039-NationalGrid_FHWA_EVguidance_26.1.22.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-001-NationalGrid_NYClimatePlan_comments_1.7.22_july2022.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-966-Jointletter_HAC_gasfunding_2.5.22_may2022.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-985-NationalGrid_timesunion_NYgas_15.6.22_june2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-029-NationalGrid_press_IRA_12.8.22_aug2022.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-086-NatGrid_buffalonews_NYclimateplan_5.12.22_dec2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-088-Utilities_IRS_EEcomments_4.11.22_dec2022.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NationalGrid_Masslobby_AmySmith_30.6.22_aug2022.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-088-NatGrid_IRS_hydrogen_3.12.22_dec2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-060-Companies_C2ES_IRA_5.8.22_aug2022.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-001-Utilities_NYClimatePlan_comments_1.7.22_july2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-954-Utilities_politico_NYgasban_4.4.22_apr2022.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-090-NatGrid_bg_cop27_8.12.22_dec2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-030-NationalGrid_blog_EVs_1.8.22_aug2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NationalGrid_Masslobby_OShea_30.6.22_aug2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NationalGrid_Masslobby_OShea_30.6.22_aug2022.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-001-NationalGrid_NYClimatePlan_comments_1.7.22_july2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-998-NationalGrid_nydaily_rng_28.6.22_july2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-094-NatGrid_press_NYclimateplan_19.12.22_jan2023.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-959-National_Grid_has_to_reinvent_itself_amid_climate_change_TimesUnion_April2022.pdf,-2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-904-Federal_backing_'super_important'_to_US_climate_goals_–_National_Grid_president___S&P_Global_Market_Intelligence_Jan2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-085-NationalGrid_InsideClimateNews_RNG_18.11.22_nov2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-047-Jointutilities_FWA_EVcomments_28.1.22.pdf,2
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-988-Utilities_EEI_2022conferencehighlights_20.6.22_june2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-962-NationalGrid_FERC_gaspolicycomments_25.4.22_apr2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-039-NationalGrid_report_CEOintro_06.22_aug2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NatGrid_Masslobby_Barde_30.6.22_aug2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-039-NationalGrid_report_risk_06.22_aug2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-022-classof85_EPA_comments_6.6.22_aug2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-071-NatGrid_Q32022_LDAreport_20.10.22_oct2022.pdf,0
National Grid,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-NationalGrid_website_biogas_08.22_aug2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-NationalGrid_website_GHGs_08.22_aug2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-NationalGrid_website_hydrogen_08.22_aug2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-NationalGrid_website_nuclear_08.22_aug2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-021-NationalGrid_EAC_written_May_2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-000-947-National_Grid_UK_net_zero_by_2035_is_'achievable'_-_reNews_-_Renewable_Energy_News_March2022.pdf,1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-075-NationalGrid_BBC_coal_1.11.22_nov2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-030-NationalGrid_website_LNG_08.22_aug2022.pdf,-1
National Grid,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,"-000-955-National_Grid_UK_on_Twitter___John_Pettigrew,_CEO,_National_Grid_April2022_AccessedApril2022.pdf",1
National Grid,Energy Transition & Zero Carbon Technologies,2022,eu,-000-976-NationalGridGas_FeedbackonEUGasPackage_April2022_AcessedMay2022.pdf,-1
AES Corporation,Renewable Energy,2022,united_states,-000-982-AES_Axios_interview_10.6.22_june2022.pdf,1
AES Corporation,Renewable Energy,2022,united_states,-001-021-AES_Ohiolobbying_activityreport_24.5.22_july2022.pdf,0
AES Corporation,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
AES Corporation,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
AES Corporation,Renewable Energy,2022,united_states,-001-022-Companies_washpo_climatebill_30.7.22_aug2022.pdf,1
AES Corporation,Renewable Energy,2022,united_states,-001-021-AES_Q42021_earningscall_25.2.22_july2022.pdf,1
AES Corporation,Renewable Energy,2022,united_states,-001-021-AES_HB1637_testimony_1.2.22_july2022.pdf,1
AES Corporation,Renewable Energy,2022,vietnam,-000-950-AES_twitter_renewablesVietnam_16.3.22_mar2022.pdf,0
AES Corporation,Renewable Energy,2022,south_america,-000-950-AES_twitter_Argentinarenewables_17.3.22_mar2022.pdf,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,north_america,-000-959-companies_lajornada_USMexicomeeting_1.4.22_apr2022.pdf,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-037-NYT_CA_ICE_ban-Aug22_Accessed-Aug22.pdf,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-996-Joint-Letter-Congress_EV-Tax-Credit_07-22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-026-GM_Statement_IRA_08-22.pdf,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-988-GM_CNBC-Jun22_Accessed-Jun22.pdf,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-056-GM_Twitter-Sept22_Accessed-Oct22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-941-GM_DetroitNews-March22_Accessed-March22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-084-GM_ACF-Oct22_Accessed-Nov22.pdf,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-909-GM_CEORoundtable-Jan22_Accessed-Jan22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-984-GM_AutoNews-June22_Accessed-June22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-026-GM_Bloomberg-Biden-Bill-GM_08-22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-050-GM_PressRelease-Sept22_Accessed-Sept22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-002-GM_EPA_Comments-May22_Accessed-Jul22.pdf,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-020-GM_Comments_CARB_ACC-May22_Accessed-Jul22.pdf,-1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-106-GM_2022-Advocacy-Report_01-23.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-020-GM_PressRelease-Jan22_Accessed-Jul22.pdf,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-084-GM_Comments_NESCAUM-May22_Accessed-Nov22.pdf,1
National Grid,GHG Emission Regulation,2022,united_states,-000-998-NationalGrid_press_SupremeCourt_30.6.22_july2022.pdf,1
National Grid,GHG Emission Regulation,2022,united_states,-000-939-Utilities_utilitydive_EPAsupremecourt_1.3.22_mar2022.pdf,2
National Grid,GHG Emission Regulation,2022,united_states,-001-022-classof85_EPA_comments_31.1.22_aug2022.pdf,-1
National Grid,GHG Emission Regulation,2022,united_states,-001-039-NationalGrid_EPA_methane_31.1.22.pdf,1
National Grid,GHG Emission Regulation,2022,united_states,-001-052-Utilities_EPA_methane_31.1.22.pdf,2
National Grid,GHG Emission Regulation,2022,united_states,-000-985-AEE_brief_CAAwaiver_13.6.22_june2022.pdf,2
National Grid,GHG Emission Regulation,2022,united_states,-000-909-Utilities_brief_SupremeCourtEPA_18.1.22_jan2022.pdf,1
National Grid,GHG Emission Regulation,2022,eu,-000-976-NationalGridGas_FeedbackonEUGasPackage_April2022_AcessedMay2022.pdf,0
BP,Renewable Energy,2022,united_states,-000-966-BP_comments_on_EPA_SRE_Feb_2022.pdf,2
BP,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
BP,Renewable Energy,2022,united_states,-000-978-Equinor_CALoffshorewind__may2022.pdf,2
BP,Renewable Energy,2022,united_states,-000-958-bp_Letter_-_2022-23_Budget_Augmentation_April_2022.pdf,2
BP,Renewable Energy,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
BP,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
BP,Renewable Energy,2022,eu,-001-027-bp-sustainability-report-2021_aim_6.pdf,1
BP,Renewable Energy,2022,eu,-001-092-BP_RED_RFNBO_June_2022.pdf,-1
BP,Renewable Energy,2022,europe,-000-988-Twitter_June_2022.pdf,1
EDF,Renewable Energy,2022,united_states,-001-025-SEIA_letter_SinemaIRA_5.8.22_aug2022.pdf,2
EDF,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
EDF,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
EDF,Renewable Energy,2022,eu,-001-021-CLG_lettersignatories_repowerEU_15.06.22_jul2022.pdf,2
EDF,Renewable Energy,2022,eu,-000-980-EDF_europeanaffairsdivision_report_2021_May2022_AccessedJune2022.pdf,0
EDF,Renewable Energy,2022,eu,-001-082-EDF-Edison_Twitter_Permitting_November_2022_November_2022.pdf,1
EDF,Renewable Energy,2022,eu,-001-020-EDF_consultation_EU_Solar_Strategy_April_2022_July_2022.pdf,2
EDF,Renewable Energy,2022,france,-001-116-EDF_Feb_2022_French_SFEC_consultation_response_Jan_2023.pdf,2
Enel,Renewable Energy,2022,united_states,-001-092-Enel_North_America_blog_US_IRA_December_2022_December_2022.pdf,2
Enel,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
Enel,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
Enel,Renewable Energy,2022,united_states,-001-092-Enel_consultation_US_hydrogen_credits_December_2022_December_2022.pdf,2
Enel,Renewable Energy,2022,eu,-001-020-Enel_Iberdrola_EDP_open_letter_RFNBO_DA_July_2022_July_2022.pdf,2
Enel,Renewable Energy,2022,eu,-001-020-Enel_consultation_EU_solar_strategy_April_2022_July_2022.pdf,2
Enel,Renewable Energy,2022,eu,-000-999-Enel_corporate_website_renewables_June_2022_July_2022.pdf,1
Enel,Renewable Energy,2022,eu,-000-999-Enel_Endesa_Twitter_fossil_gas_June_2022_July_2022.pdf,1
Enel,Renewable Energy,2022,eu,-001-016-Enel_corporate_website_sustainability_report_April_2022_July_2022.pdf,2
Engie,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
Engie,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
Engie,Renewable Energy,2022,eu,-000-959-ENGIE_Universal_Registration_Document2021_March2022_AccessedApril2022p49-51.pdf,1
Equinor (formerly Statoil),Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
Equinor (formerly Statoil),Renewable Energy,2022,united_states,-000-978-Equinor_CALoffshorewind__may2022.pdf,2
Equinor (formerly Statoil),Renewable Energy,2022,eu,-001-092-Equinor_RED_RNFBO_June_2022.pdf,-1
RWE,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
RWE,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
RWE,Renewable Energy,2022,eu,-000-959-RWE_SustainabilityReport2021_March2022_AccessedApril2022p86.pdf,2
RWE,Renewable Energy,2022,eu,-001-016-EU_clean_energy_targets_risk_being_missed_as_rates_rise___Financial_Times_July2022.pdf,-1
Shell,Renewable Energy,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
Shell,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
Shell,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
Shell,Renewable Energy,2022,eu,-000-997-Shell_Tweet_June_2022_2.pdf,0
Shell,Renewable Energy,2022,eu,-001-023-Shell_ff55-statement-design-july-2022.pdf,2
Shell,Renewable Energy,2022,eu,-000-954-Shell_industry-associations-climate-review-update_2022_pg5.pdf,1
Shell,Renewable Energy,2022,united_kingdom,-001-075-Shell_uk-governments-net-zero-review_October_2022.pdf,1
Siemens Energy,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
Siemens Energy,Renewable Energy,2022,eu,-000-938-WindEurope-letter-to-President-von-der-Leyen_Feb2022AccessedFeb2022.pdf,1
Siemens Energy,Renewable Energy,2022,australia,-001-092-Siemens_Energy_RED_RFNBO_June_2022.pdf,-1
TotalEnergies,Renewable Energy,2022,united_states,-000-998-ACP_letter_BBB_24.1.22_july2022.pdf,2
TotalEnergies,Renewable Energy,2022,united_states,-001-015-SEIA_letter_reconciliation_12.7.22_july2022.pdf,2
TotalEnergies,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
TotalEnergies,Renewable Energy,2022,eu,-001-094-Reponse_TTE_Consultation_EU_Solar_energy_strategy_April_2022.pdf,1
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,global,-001-135-AES_twitter_CERAweek_10.3.23_mar2023.pdf,0
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,global,-001-110-AES_twitter_WEF_18.1.23_jan2023.pdf,0
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,vietnam,-001-124-AES_press_VietnamLNG_8.2.23_feb2023.pdf,-1
AGL Australia,Communication of Climate Science,2020,global,-000-825-AGL_Energy_Climate_Statement_and_Commitments_2020_AccessedAugust2021.pdf,1
AGL Australia,Communication of Climate Science,2020,australia,-000-563-What_is_global_warming__-_The_AGL_Community.pdf,2
AGL Australia,Communication of Climate Science,2020,australia,-000-562-Our_approach_to_the_environment_and_climate_change___AGL.pdf,1
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-000-986-AirFrance-KLM_Athens-news_05-22.pdf,2
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-000-957-AirFrance_Position-paper_Jan-22.pdf,0
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-000-945-AirFrance_Environment-Context_2022.pdf,0
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-957-AirFrance_Position-paper_Jan-22.pdf,-1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-001-116-AirFrance-KLM_Timmermans-email_11-21_accessed-02-23.pdf,1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-906-Air-France-KLM_Reuters_Fit-55-Pushback_01-2022.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-986-AirFrance-KLM_ACT_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-965-Aviation-Alliance_declaration_02-2022.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,europe,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,europe,-000-997-AirFarnce-KLM_Twitter_29.06.22.pdf,1
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-020-Airbus_press-release_07-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-000-986-AirFranceKLM_FCS_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-024-CST_joint-statement_05-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-072-AirFrance-KLM_twitter_25-10-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,netherlands,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,-1
Air France-KLM,Renewable Energy,2022,eu,-000-965-Aviation-Alliance_declaration_02-2022.pdf,-1
Air France-KLM,Renewable Energy,2022,eu,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,0
Air France-KLM,Renewable Energy,2022,eu,-001-116-AirFrance-KLM_Timmermans-email_11-21_accessed-02-23.pdf,1
Air France-KLM,Renewable Energy,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,0
Air France-KLM,Renewable Energy,2022,eu,-000-928-Joint-Paper_SAF-EU_02-2022.pdf,2
Air France-KLM,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
Air France-KLM,Renewable Energy,2022,europe,-000-945-AirFrance_Environment-SAF_2022.pdf,1
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-1
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-986-AirFrance-KLM_Athens-news_05-22.pdf,0
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-977-Airbus_open-letter_Feb-22.pdf,0
Air France-KLM,Supporting the Need for Regulations,2022,global,-000-957-AirFrance_Position-paper_Jan-22.pdf,-1
Air France-KLM,Supporting the Need for Regulations,2022,global,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,-1
Airbus Group,Alignment with IPCC on Climate Action,2022,global,-000-975-Airbus_Annual-report_2022.pdf,0
Airbus Group,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Airbus Group,Alignment with IPCC on Climate Action,2022,eu,-000-977-Airbus_open-letter_Feb-22.pdf,2
Airbus Group,Alignment with IPCC on Climate Action,2022,eu,-000-975-Airbus_Annual-report_2022.pdf,2
BP,Alignment with IPCC on Climate Action,2022,global,-001-026-bp-climate-policy-positions_May_2022.pdf,2
BP,Alignment with IPCC on Climate Action,2022,global,-000-945-bp-energy-outlook-2022_pg3.pdf,1
BP,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
BP,Alignment with IPCC on Climate Action,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
BP,Alignment with IPCC on Climate Action,2022,united_states,-001-020-bp_CARB_2022-scoping-plan.pdf,2
BP,Alignment with IPCC on Climate Action,2022,australia,-001-039-bp-response_to_the_Australian_Climate_Change_Bill_August_2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,global,-000-954-Shell_industry-associations-climate-review-update_2022_pg2.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,global,-000-930-Shell's_advocacy_2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,global,-001-025-Shell’s_global_climate_and_energy_transition_policy_positions___Shell_Global_August_2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,global,-001-023-Shell_Ben_Van_Beurden_on_Q2_2022_Results_-_Earnings_Call_Transcript.pdf,-1
Shell,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,united_states,-000-956-Shell_testimony_Watkins_April_2022.pdf,0
Shell,Alignment with IPCC on Climate Action,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,australia,-001-075-Shell_uk-governments-net-zero-review_October_2022.pdf,2
United Airlines,Alignment with IPCC on Climate Action,2022,global,-000-902-United-Our-environmental-commitment_Jan-2022.pdf,0
