company_name,evidence_query,evidence_year,new_region,unique_document_id,avg_evidence_score,std_error_evidence_score
AGL Australia,Energy Transition & Zero Carbon Technologies,2016,australia,6,0.16666666666666666,0.40138648595974324
AGL Australia,Energy Transition & Zero Carbon Technologies,2016,global,1,1.0,
AGL Australia,Energy Transition & Zero Carbon Technologies,2017,australia,22,1.0434782608695652,0.133043736598473
AGL Australia,Energy Transition & Zero Carbon Technologies,2018,australia,7,0.75,0.411877235523957
AGL Australia,Energy Transition & Zero Carbon Technologies,2019,australia,5,-0.2,0.6633249580710799
AGL Australia,Energy Transition & Zero Carbon Technologies,2020,australia,6,0.8333333333333334,0.40138648595974324
AGL Australia,Energy Transition & Zero Carbon Technologies,2021,australia,13,0.6153846153846154,0.31088091417902924
AGL Australia,Energy Transition & Zero Carbon Technologies,2022,australia,14,-0.5,0.34370316863809697
AGL Australia,Energy Transition & Zero Carbon Technologies,2023,australia,1,-1.0,
AGL Australia,Energy and Resource Efficiency,2014,australia,1,-2.0,
AGL Australia,Energy and Resource Efficiency,2018,australia,2,1.0,1.0
AGL Australia,Energy and Resource Efficiency,2019,australia,2,1.5,0.5
AGL Australia,Energy and Resource Efficiency,2020,australia,2,1.5,0.5
AGL Australia,GHG Emission Regulation,2015,australia,1,1.0,
AGL Australia,GHG Emission Regulation,2016,australia,1,1.0,
AGL Australia,GHG Emission Regulation,2017,australia,1,0.0,
AGL Australia,GHG Emission Regulation,2018,australia,4,-0.2,0.3741657386773941
AGL Australia,GHG Emission Regulation,2019,australia,1,0.0,
AGL Australia,GHG Emission Regulation,2021,australia,1,1.0,0.0
AGL Australia,GHG Emission Regulation,2022,australia,3,-0.3333333333333333,0.6666666666666667
AGL Australia,Renewable Energy,2014,australia,3,-1.6666666666666667,0.3333333333333333
AGL Australia,Renewable Energy,2015,australia,2,-0.5,0.5
AGL Australia,Renewable Energy,2016,australia,3,0.3333333333333333,0.33333333333333337
AGL Australia,Renewable Energy,2018,australia,1,0.0,
AGL Australia,Renewable Energy,2019,australia,1,1.0,
AGL Australia,Renewable Energy,2021,australia,1,1.0,
AGL Australia,Renewable Energy,2022,australia,1,2.0,
AGL Australia,Support of UN Climate Process,2015,australia,2,1.0,0.0
AGL Australia,Support of UN Climate Process,2017,australia,2,1.0,0.0
AGL Australia,Support of UN Climate Process,2018,australia,1,1.0,
AGL Australia,Support of UN Climate Process,2019,australia,1,1.0,
AGL Australia,Support of UN Climate Process,2021,global,1,1.0,
AGL Australia,Supporting the Need for Regulations,2015,australia,1,1.0,
AGL Australia,Supporting the Need for Regulations,2016,australia,1,1.0,
AGL Australia,Supporting the Need for Regulations,2017,australia,3,1.0,0.0
AGL Australia,Supporting the Need for Regulations,2018,australia,3,1.0,0.0
AGL Australia,Supporting the Need for Regulations,2019,australia,1,-1.0,
AGL Australia,Supporting the Need for Regulations,2021,australia,2,0.6666666666666666,0.33333333333333337
AGL Australia,Supporting the Need for Regulations,2022,australia,3,0.3333333333333333,0.6666666666666667
AGL Australia,Transparency on Legislation,2022,australia,1,0.0,
Adbri (Adelaide Brighton),Alignment with IPCC on Climate Action,2020,australia,1,2.0,
Adbri (Adelaide Brighton),Alignment with IPCC on Climate Action,2021,global,1,2.0,
Adbri (Adelaide Brighton),Carbon Tax,2022,australia,1,1.0,
Adbri (Adelaide Brighton),Communication of Climate Science,2021,global,1,1.0,
Adbri (Adelaide Brighton),Communication of Climate Science,2022,global,1,2.0,
Adbri (Adelaide Brighton),Emissions Trading,2022,australia,2,-1.0,0.0
Adbri (Adelaide Brighton),Energy Transition & Zero Carbon Technologies,2017,australia,1,1.0,
Adbri (Adelaide Brighton),Energy Transition & Zero Carbon Technologies,2019,australia,1,-1.0,
Adbri (Adelaide Brighton),Energy Transition & Zero Carbon Technologies,2020,australia,1,-1.0,
Adbri (Adelaide Brighton),Energy Transition & Zero Carbon Technologies,2021,global,1,1.0,
Adbri (Adelaide Brighton),Energy Transition & Zero Carbon Technologies,2022,global,4,0.5,0.28867513459481287
Adbri (Adelaide Brighton),Energy and Resource Efficiency,2022,australia,1,1.0,
Adbri (Adelaide Brighton),Support of UN Climate Process,2020,australia,1,1.0,
Adbri (Adelaide Brighton),Support of UN Climate Process,2021,global,1,1.0,
Adbri (Adelaide Brighton),Support of UN Climate Process,2022,global,1,1.0,
Air France-KLM,Alignment with IPCC on Climate Action,2015,eu,1,0.0,
Air France-KLM,Alignment with IPCC on Climate Action,2018,global,1,0.0,
Air France-KLM,Alignment with IPCC on Climate Action,2020,global,1,0.0,
Air France-KLM,Alignment with IPCC on Climate Action,2021,eu,3,0.0,1.0
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,3,0.25,0.75
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,4,1.0,0.5773502691896257
Air France-KLM,Carbon Tax,2020,eu,1,-2.0,
Air France-KLM,Carbon Tax,2021,eu,1,1.0,
Air France-KLM,Carbon Tax,2022,eu,1,1.0,
Air France-KLM,Communication of Climate Science,2015,global,1,2.0,
Air France-KLM,Communication of Climate Science,2019,global,1,1.0,
Air France-KLM,Communication of Climate Science,2020,global,1,1.0,
Air France-KLM,Communication of Climate Science,2022,global,1,1.0,
Air France-KLM,Disclosure on Relationships,2018,global,1,0.0,
Air France-KLM,Disclosure on Relationships,2019,global,1,0.0,
Air France-KLM,Emissions Trading,2020,eu,1,-2.0,
Air France-KLM,Emissions Trading,2021,eu,4,-1.75,0.25
Air France-KLM,Emissions Trading,2022,eu,3,-1.6666666666666667,0.3333333333333333
Air France-KLM,Energy Transition & Zero Carbon Technologies,2018,france,1,-1.0,
Air France-KLM,Energy Transition & Zero Carbon Technologies,2019,europe,1,1.0,
Air France-KLM,Energy Transition & Zero Carbon Technologies,2019,france,3,-2.0,0.0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2019,netherlands,1,1.0,
Air France-KLM,Energy Transition & Zero Carbon Technologies,2020,eu,4,-1.0,0.31622776601683794
Air France-KLM,Energy Transition & Zero Carbon Technologies,2020,france,2,-2.0,0.0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2021,eu,9,-1.5555555555555556,0.2421610524189263
Air France-KLM,Energy Transition & Zero Carbon Technologies,2021,france,2,-0.5,0.5
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,4,-1.0,0.5773502691896257
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,europe,2,-0.5,1.4999999999999998
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,4,0.0,0.0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,netherlands,1,-1.0,
Air France-KLM,Energy and Resource Efficiency,2022,eu,1,1.0,
Air France-KLM,Land Use,2020,eu,1,2.0,
Air France-KLM,Land Use,2022,global,1,1.0,
Air France-KLM,Renewable Energy,2019,eu,1,0.0,
Air France-KLM,Renewable Energy,2020,eu,3,0.3333333333333333,0.33333333333333337
Air France-KLM,Renewable Energy,2020,europe,1,2.0,
Air France-KLM,Renewable Energy,2021,eu,8,-0.5,0.42257712736425823
Air France-KLM,Renewable Energy,2022,eu,5,0.4,0.5099019513592785
Air France-KLM,Renewable Energy,2022,europe,1,1.0,
Air France-KLM,Renewable Energy,2022,global,1,1.0,
Air France-KLM,Support of UN Climate Process,2022,global,1,1.0,
Air France-KLM,Supporting the Need for Regulations,2015,eu,1,-1.0,
Air France-KLM,Supporting the Need for Regulations,2017,global,1,-1.0,
Air France-KLM,Supporting the Need for Regulations,2020,eu,3,-0.6666666666666666,0.33333333333333337
Air France-KLM,Supporting the Need for Regulations,2020,france,1,-1.0,
Air France-KLM,Supporting the Need for Regulations,2021,eu,1,0.0,
Air France-KLM,Supporting the Need for Regulations,2022,eu,3,-0.3333333333333333,0.33333333333333337
Air France-KLM,Supporting the Need for Regulations,2022,global,2,-1.0,0.0
Air France-KLM,Transparency on Legislation,2019,global,1,1.0,
Air Liquide,Alignment with IPCC on Climate Action,2015,global,1,1.0,
Air Liquide,Alignment with IPCC on Climate Action,2017,global,2,0.5,0.5
Air Liquide,Alignment with IPCC on Climate Action,2018,eu,1,1.0,
Air Liquide,Alignment with IPCC on Climate Action,2018,global,1,1.0,
Air Liquide,Alignment with IPCC on Climate Action,2019,global,1,1.0,
Air Liquide,Alignment with IPCC on Climate Action,2020,global,2,1.5,0.5
Air Liquide,Alignment with IPCC on Climate Action,2021,global,1,2.0,
Air Liquide,Alignment with IPCC on Climate Action,2022,global,3,2.0,0.0
Air Liquide,Alignment with IPCC on Climate Action,2022,united_states,1,2.0,
Air Liquide,Carbon Tax,2014,eu,1,-1.0,
Air Liquide,Carbon Tax,2021,eu,1,-1.0,
Air Liquide,Communication of Climate Science,2018,global,2,2.0,0.0
Air Liquide,Disclosure on Relationships,2018,global,1,0.0,
Air Liquide,Disclosure on Relationships,2019,global,1,1.0,
Air Liquide,Disclosure on Relationships,2020,global,2,0.0,1.0
Air Liquide,Emissions Trading,2014,eu,2,-1.5,0.5
Air Liquide,Emissions Trading,2016,eu,3,-0.6666666666666666,0.33333333333333337
Air Liquide,Emissions Trading,2017,eu,1,-1.0,
Air Liquide,Emissions Trading,2018,eu,1,-1.0,
Air Liquide,Emissions Trading,2019,eu,2,-0.5,0.5
Air Liquide,Emissions Trading,2020,china,1,1.0,
Air Liquide,Emissions Trading,2020,eu,2,-0.5,0.5
Air Liquide,Emissions Trading,2021,eu,2,-0.5,0.5
Air Liquide,Energy Transition & Zero Carbon Technologies,2014,eu,2,-1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2015,global,2,1.5,0.5
Air Liquide,Energy Transition & Zero Carbon Technologies,2015,united_states,1,-1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2016,north_america,1,-1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2017,europe,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2017,global,8,1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2018,eu,2,0.5,0.5
Air Liquide,Energy Transition & Zero Carbon Technologies,2018,europe,2,0.5,0.5
Air Liquide,Energy Transition & Zero Carbon Technologies,2018,france,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2018,global,1,1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2018,japan,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2019,global,2,1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2019,united_states,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2020,china,1,2.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2020,eu,2,-1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2020,global,4,0.16666666666666666,0.30731814857642964
Air Liquide,Energy Transition & Zero Carbon Technologies,2020,middle_east,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2020,united_states,1,0.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,canada,1,0.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,eu,9,0.4444444444444444,0.37679611017362596
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,europe,2,0.5,0.5
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,france,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,germany,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,global,29,0.2413793103448276,0.12803144254548796
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,italy,1,0.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,korea,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,netherlands,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,north_america,1,0.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,spain,1,0.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,2,1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2021,united_states,10,0.2,0.19999999999999998
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,eu,5,0.4,0.6782329983125267
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,europe,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,france,1,1.0,
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,global,15,0.3333333333333333,0.15936381457791915
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,korea,2,-1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2022,united_states,2,1.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2023,eu,3,0.0,0.0
Air Liquide,Energy Transition & Zero Carbon Technologies,2023,united_states,1,1.0,
Air Liquide,Energy and Resource Efficiency,2019,eu,1,1.0,
Air Liquide,Energy and Resource Efficiency,2020,eu,1,1.0,
Air Liquide,GHG Emission Regulation,2021,eu,2,1.0,0.0
Air Liquide,Renewable Energy,2016,global,1,0.0,
Air Liquide,Renewable Energy,2017,global,1,0.0,
Air Liquide,Renewable Energy,2020,united_states,1,0.0,
Air Liquide,Renewable Energy,2021,eu,2,1.0,0.0
Air Liquide,Renewable Energy,2021,united_states,1,0.0,
Air Liquide,Renewable Energy,2022,eu,1,-1.0,
Air Liquide,Support of UN Climate Process,2015,global,1,2.0,
Air Liquide,Support of UN Climate Process,2016,global,1,1.0,
Air Liquide,Support of UN Climate Process,2017,global,2,0.5,0.5
Air Liquide,Support of UN Climate Process,2020,global,1,1.0,
Air Liquide,Support of UN Climate Process,2021,global,1,1.0,
Air Liquide,Support of UN Climate Process,2022,global,1,1.0,
Air Liquide,Supporting the Need for Regulations,2019,global,1,1.0,
Air Liquide,Supporting the Need for Regulations,2020,eu,1,-1.0,
Air Liquide,Supporting the Need for Regulations,2020,global,1,0.0,
Air Liquide,Supporting the Need for Regulations,2021,eu,1,-1.0,
Air Liquide,Supporting the Need for Regulations,2021,global,1,1.0,
Air Liquide,Supporting the Need for Regulations,2022,united_states,2,0.0,0.0
Air Liquide,Transparency on Legislation,2017,global,1,-1.0,
Air Liquide,Transparency on Legislation,2020,global,1,-1.0,
Airbus Group,Alignment with IPCC on Climate Action,2015,global,1,1.0,
Airbus Group,Alignment with IPCC on Climate Action,2016,global,1,0.0,
Airbus Group,Alignment with IPCC on Climate Action,2019,global,2,0.5,0.5
Airbus Group,Alignment with IPCC on Climate Action,2020,eu,1,2.0,
Airbus Group,Alignment with IPCC on Climate Action,2020,global,3,-0.3333333333333333,0.33333333333333337
Airbus Group,Alignment with IPCC on Climate Action,2021,global,4,0.8,0.48989794855663565
Airbus Group,Alignment with IPCC on Climate Action,2021,united_kingdom,3,1.25,0.47871355387816905
Airbus Group,Alignment with IPCC on Climate Action,2022,eu,2,2.0,0.0
Airbus Group,Alignment with IPCC on Climate Action,2022,global,2,1.0,1.0
Airbus Group,Communication of Climate Science,2015,global,1,2.0,
Airbus Group,Communication of Climate Science,2019,global,2,1.0,0.0
Airbus Group,Communication of Climate Science,2020,global,1,1.0,
Airbus Group,Communication of Climate Science,2021,global,3,1.3333333333333333,0.3333333333333333
Airbus Group,Communication of Climate Science,2022,global,1,1.0,
Airbus Group,Disclosure on Relationships,2014,global,1,1.0,
Airbus Group,Disclosure on Relationships,2020,global,1,0.0,
Airbus Group,Emissions Trading,2014,eu,1,-1.0,
Airbus Group,Emissions Trading,2020,eu,1,2.0,
Airbus Group,Emissions Trading,2021,eu,4,0.0,0.5773502691896257
Airbus Group,Emissions Trading,2021,united_kingdom,1,-1.0,
Airbus Group,Emissions Trading,2022,global,1,-1.0,
Airbus Group,Energy Transition & Zero Carbon Technologies,2015,global,1,2.0,
Airbus Group,Energy Transition & Zero Carbon Technologies,2019,global,2,1.0,0.0
Airbus Group,Energy Transition & Zero Carbon Technologies,2020,eu,6,-0.16666666666666666,0.3073181485764296
Airbus Group,Energy Transition & Zero Carbon Technologies,2020,global,3,1.0,0.0
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,eu,3,-1.0,0.5773502691896258
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,11,0.6363636363636364,0.2032789070454354
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,4,0.5,0.5
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_states,1,0.0,
Airbus Group,Energy Transition & Zero Carbon Technologies,2022,eu,3,0.6666666666666666,0.33333333333333337
Airbus Group,Energy Transition & Zero Carbon Technologies,2022,global,14,0.42857142857142855,0.13725270326150324
Airbus Group,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,1,0.0,
Airbus Group,Energy and Resource Efficiency,2021,eu,3,1.3333333333333333,0.3333333333333333
Airbus Group,GHG Emission Regulation,2016,eu,1,-2.0,
Airbus Group,GHG Emission Regulation,2016,global,2,1.5,0.5
Airbus Group,GHG Emission Regulation,2017,global,1,-2.0,
Airbus Group,GHG Emission Regulation,2020,eu,2,1.5,0.5
Airbus Group,GHG Emission Regulation,2020,united_states,1,-1.0,
Airbus Group,Land Use,2021,united_kingdom,1,1.0,
Airbus Group,Land Use,2022,africa,1,0.0,
Airbus Group,Renewable Energy,2017,eu,1,-1.0,
Airbus Group,Renewable Energy,2020,eu,2,1.0,1.0
Airbus Group,Renewable Energy,2020,global,1,1.0,
Airbus Group,Renewable Energy,2021,eu,3,1.0,0.0
Airbus Group,Renewable Energy,2021,global,1,1.0,
Airbus Group,Renewable Energy,2021,united_kingdom,2,1.0,0.0
Airbus Group,Renewable Energy,2021,united_states,3,1.0,0.0
Airbus Group,Renewable Energy,2022,eu,1,1.0,
Airbus Group,Renewable Energy,2022,global,1,1.0,
Airbus Group,Support of UN Climate Process,2015,global,2,1.5,0.5
Airbus Group,Support of UN Climate Process,2021,global,2,2.0,0.0
Airbus Group,Support of UN Climate Process,2021,united_kingdom,1,2.0,
Airbus Group,Support of UN Climate Process,2022,global,3,1.0,0.0
Airbus Group,Supporting the Need for Regulations,2020,global,1,-1.0,
Airbus Group,Supporting the Need for Regulations,2021,eu,1,-1.0,
Airbus Group,Supporting the Need for Regulations,2021,global,4,-0.5,0.28867513459481287
Airbus Group,Supporting the Need for Regulations,2022,eu,1,0.0,
Airbus Group,Supporting the Need for Regulations,2022,global,2,-0.5,0.5
Airbus Group,Transparency on Legislation,2014,global,1,-1.0,
American Airlines Group,Alignment with IPCC on Climate Action,2017,global,1,0.0,
American Airlines Group,Alignment with IPCC on Climate Action,2020,global,3,0.0,1.0
American Airlines Group,Alignment with IPCC on Climate Action,2021,united_states,2,1.5,0.5
American Airlines Group,Alignment with IPCC on Climate Action,2022,global,1,0.0,
American Airlines Group,Communication of Climate Science,2020,global,1,1.0,
American Airlines Group,Communication of Climate Science,2021,united_states,1,1.0,
American Airlines Group,Communication of Climate Science,2022,global,1,1.0,
American Airlines Group,Emissions Trading,2022,eu,1,0.0,
American Airlines Group,Energy Transition & Zero Carbon Technologies,2019,global,1,0.0,
American Airlines Group,Energy Transition & Zero Carbon Technologies,2020,global,1,0.0,
American Airlines Group,Energy Transition & Zero Carbon Technologies,2021,united_states,2,1.5,0.5
American Airlines Group,Energy Transition & Zero Carbon Technologies,2022,global,1,1.0,
American Airlines Group,Energy Transition & Zero Carbon Technologies,2022,united_states,1,0.0,
American Airlines Group,Energy and Resource Efficiency,2021,united_states,1,2.0,
American Airlines Group,GHG Emission Regulation,2021,united_states,2,2.0,0.0
American Airlines Group,Renewable Energy,2021,united_states,3,1.25,0.25
American Airlines Group,Renewable Energy,2022,france,1,0.0,
American Airlines Group,Renewable Energy,2022,united_states,7,0.42857142857142855,0.2020305089104421
American Airlines Group,Renewable Energy,2023,united_states,1,0.0,
American Airlines Group,Support of UN Climate Process,2021,global,1,1.0,
American Airlines Group,Support of UN Climate Process,2021,united_states,2,1.5,0.5
American Airlines Group,Support of UN Climate Process,2022,global,1,1.0,
American Airlines Group,Supporting the Need for Regulations,2021,united_states,2,1.5,0.5
American Airlines Group,Supporting the Need for Regulations,2022,global,1,0.0,
American Airlines Group,Supporting the Need for Regulations,2022,united_states,1,2.0,
American Airlines Group,Supporting the Need for Regulations,2023,global,1,1.0,
American Electric Power,Alignment with IPCC on Climate Action,2018,global,1,0.0,
American Electric Power,Alignment with IPCC on Climate Action,2020,global,1,0.0,
American Electric Power,Alignment with IPCC on Climate Action,2020,united_states,2,0.5,0.5
American Electric Power,Alignment with IPCC on Climate Action,2021,united_states,1,2.0,
American Electric Power,Carbon Tax,2018,united_states,1,-2.0,
American Electric Power,Carbon Tax,2019,united_states,2,-1.5,0.5
American Electric Power,Communication of Climate Science,2018,united_states,1,1.0,
American Electric Power,Communication of Climate Science,2020,united_states,1,0.0,
American Electric Power,Communication of Climate Science,2021,united_states,1,1.0,
American Electric Power,Emissions Trading,2014,united_states,1,1.0,
American Electric Power,Emissions Trading,2016,united_states,1,-1.0,
American Electric Power,Emissions Trading,2017,united_states,1,-2.0,
American Electric Power,Emissions Trading,2018,united_states,1,1.0,
American Electric Power,Emissions Trading,2019,united_states,2,1.0,0.0
American Electric Power,Energy Transition & Zero Carbon Technologies,2014,united_states,1,-0.5,1.4999999999999998
American Electric Power,Energy Transition & Zero Carbon Technologies,2015,united_states,5,-0.8,0.7348469228349533
American Electric Power,Energy Transition & Zero Carbon Technologies,2016,united_states,6,-0.16666666666666666,0.40138648595974324
American Electric Power,Energy Transition & Zero Carbon Technologies,2017,united_states,2,-1.0,1.0
American Electric Power,Energy Transition & Zero Carbon Technologies,2018,united_states,1,0.0,
American Electric Power,Energy Transition & Zero Carbon Technologies,2019,united_states,3,0.6666666666666666,1.3333333333333335
American Electric Power,Energy Transition & Zero Carbon Technologies,2020,united_states,3,1.0,0.4472135954999579
American Electric Power,Energy Transition & Zero Carbon Technologies,2021,united_states,13,-0.8461538461538461,0.3897098500915555
American Electric Power,Energy Transition & Zero Carbon Technologies,2022,united_states,8,0.8,0.3265986323710904
American Electric Power,Energy and Resource Efficiency,2014,united_states,1,-2.0,
American Electric Power,Energy and Resource Efficiency,2016,united_states,3,-0.3333333333333333,0.8819171036881969
American Electric Power,Energy and Resource Efficiency,2019,united_states,2,-0.5,0.5
