company_name,evidence_query,evidence_year,new_region,document_id,evidence_score
AES Corporation,Renewable Energy,2022,united_states,#NAME?,2
AES Corporation,Renewable Energy,2022,united_states,#NAME?,1
AES Corporation,Renewable Energy,2022,united_states,#NAME?,1
AES Corporation,Renewable Energy,2022,united_states,#NAME?,1
AES Corporation,Renewable Energy,2022,vietnam,#NAME?,0
AES Corporation,Renewable Energy,2022,south_america,#NAME?,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,north_america,#NAME?,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-000-996-Joint-Letter-Congress_EV-Tax-Credit_07-22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-026-GM_Statement_IRA_08-22.pdf,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-026-GM_Bloomberg-Biden-Bill-GM_08-22.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-106-GM_2022-Advocacy-Report_01-23.pdf,2
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,1
General Motors,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,1
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,1
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,2
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,-1
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,1
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,2
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,2
National Grid,GHG Emission Regulation,2022,united_states,#NAME?,1
National Grid,GHG Emission Regulation,2022,eu,#NAME?,0
BP,Renewable Energy,2022,united_states,#NAME?,2
BP,Renewable Energy,2022,united_states,#NAME?,2
BP,Renewable Energy,2022,united_states,#NAME?,2
BP,Renewable Energy,2022,united_states,-000-958-bp_Letter_-_2022-23_Budget_Augmentation_April_2022.pdf,2
BP,Renewable Energy,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
BP,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
BP,Renewable Energy,2022,eu,-001-027-bp-sustainability-report-2021_aim_6.pdf,1
BP,Renewable Energy,2022,eu,#NAME?,-1
BP,Renewable Energy,2022,europe,#NAME?,1
EDF,Renewable Energy,2022,united_states,#NAME?,2
EDF,Renewable Energy,2022,united_states,#NAME?,2
EDF,Renewable Energy,2022,united_states,#NAME?,2
EDF,Renewable Energy,2022,eu,#NAME?,2
EDF,Renewable Energy,2022,eu,#NAME?,0
EDF,Renewable Energy,2022,eu,#NAME?,1
EDF,Renewable Energy,2022,eu,#NAME?,2
EDF,Renewable Energy,2022,france,#NAME?,2
Enel,Renewable Energy,2022,united_states,#NAME?,2
Enel,Renewable Energy,2022,united_states,#NAME?,2
Enel,Renewable Energy,2022,united_states,#NAME?,2
Enel,Renewable Energy,2022,united_states,#NAME?,2
Enel,Renewable Energy,2022,eu,#NAME?,2
Enel,Renewable Energy,2022,eu,#NAME?,2
Enel,Renewable Energy,2022,eu,#NAME?,1
Enel,Renewable Energy,2022,eu,#NAME?,1
Enel,Renewable Energy,2022,eu,#NAME?,2
Engie,Renewable Energy,2022,united_states,#NAME?,2
Engie,Renewable Energy,2022,united_states,#NAME?,2
Engie,Renewable Energy,2022,eu,-000-959-ENGIE_Universal_Registration_Document2021_March2022_AccessedApril2022p49-51.pdf,1
Equinor (formerly Statoil),Renewable Energy,2022,united_states,#NAME?,2
Equinor (formerly Statoil),Renewable Energy,2022,united_states,#NAME?,2
Equinor (formerly Statoil),Renewable Energy,2022,eu,#NAME?,-1
RWE,Renewable Energy,2022,united_states,#NAME?,2
RWE,Renewable Energy,2022,united_states,#NAME?,2
RWE,Renewable Energy,2022,eu,#NAME?,2
RWE,Renewable Energy,2022,eu,#NAME?,-1
Shell,Renewable Energy,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
Shell,Renewable Energy,2022,united_states,#NAME?,2
Shell,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
Shell,Renewable Energy,2022,eu,#NAME?,0
Shell,Renewable Energy,2022,eu,-001-023-Shell_ff55-statement-design-july-2022.pdf,2
Shell,Renewable Energy,2022,eu,#NAME?,1
Shell,Renewable Energy,2022,united_kingdom,#NAME?,1
Siemens Energy,Renewable Energy,2022,united_states,#NAME?,2
Siemens Energy,Renewable Energy,2022,eu,#NAME?,1
Siemens Energy,Renewable Energy,2022,australia,#NAME?,-1
TotalEnergies,Renewable Energy,2022,united_states,#NAME?,2
TotalEnergies,Renewable Energy,2022,united_states,#NAME?,2
TotalEnergies,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
TotalEnergies,Renewable Energy,2022,eu,#NAME?,1
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,global,#NAME?,0
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,global,#NAME?,0
AES Corporation,Energy Transition & Zero Carbon Technologies,2023,vietnam,#NAME?,-1
AGL Australia,Communication of Climate Science,2020,global,#NAME?,1
AGL Australia,Communication of Climate Science,2020,australia,#NAME?,2
AGL Australia,Communication of Climate Science,2020,australia,#NAME?,1
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-000-986-AirFrance-KLM_Athens-news_05-22.pdf,2
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-000-957-AirFrance_Position-paper_Jan-22.pdf,0
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Air France-KLM,Alignment with IPCC on Climate Action,2022,global,#NAME?,0
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-957-AirFrance_Position-paper_Jan-22.pdf,-1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-001-116-AirFrance-KLM_Timmermans-email_11-21_accessed-02-23.pdf,1
Air France-KLM,Alignment with IPCC on Climate Action,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-906-Air-France-KLM_Reuters_Fit-55-Pushback_01-2022.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-986-AirFrance-KLM_ACT_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,eu,-000-965-Aviation-Alliance_declaration_02-2022.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,europe,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-2
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,europe,#NAME?,1
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-020-Airbus_press-release_07-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-000-986-AirFranceKLM_FCS_06-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-024-CST_joint-statement_05-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,global,-001-072-AirFrance-KLM_twitter_25-10-22.pdf,0
Air France-KLM,Energy Transition & Zero Carbon Technologies,2022,netherlands,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,-1
Air France-KLM,Renewable Energy,2022,eu,-000-965-Aviation-Alliance_declaration_02-2022.pdf,-1
Air France-KLM,Renewable Energy,2022,eu,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,0
Air France-KLM,Renewable Energy,2022,eu,-001-116-AirFrance-KLM_Timmermans-email_11-21_accessed-02-23.pdf,1
Air France-KLM,Renewable Energy,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,0
Air France-KLM,Renewable Energy,2022,eu,-000-928-Joint-Paper_SAF-EU_02-2022.pdf,2
Air France-KLM,Renewable Energy,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
Air France-KLM,Renewable Energy,2022,europe,#NAME?,1
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-998-2021-sustainability-report_public-positions_06-22.pdf,-1
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-986-AirFrance-KLM_Athens-news_05-22.pdf,0
Air France-KLM,Supporting the Need for Regulations,2022,eu,-000-977-Airbus_open-letter_Feb-22.pdf,0
Air France-KLM,Supporting the Need for Regulations,2022,global,-000-957-AirFrance_Position-paper_Jan-22.pdf,-1
Air France-KLM,Supporting the Need for Regulations,2022,global,-001-116-AirFrance-KLM_meeting-notes-DGMOVE_11-22_accessed-02-23.pdf,-1
Airbus Group,Alignment with IPCC on Climate Action,2022,global,#NAME?,0
Airbus Group,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Airbus Group,Alignment with IPCC on Climate Action,2022,eu,-000-977-Airbus_open-letter_Feb-22.pdf,2
Airbus Group,Alignment with IPCC on Climate Action,2022,eu,#NAME?,2
BP,Alignment with IPCC on Climate Action,2022,global,#NAME?,2
BP,Alignment with IPCC on Climate Action,2022,global,-000-945-bp-energy-outlook-2022_pg3.pdf,1
BP,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
BP,Alignment with IPCC on Climate Action,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
BP,Alignment with IPCC on Climate Action,2022,united_states,#NAME?,2
BP,Alignment with IPCC on Climate Action,2022,australia,#NAME?,2
Shell,Alignment with IPCC on Climate Action,2022,global,#NAME?,2
Shell,Alignment with IPCC on Climate Action,2022,global,-000-930-Shell's_advocacy_2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,global,#NAME?,2
Shell,Alignment with IPCC on Climate Action,2022,global,#NAME?,-1
Shell,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,united_states,#NAME?,0
Shell,Alignment with IPCC on Climate Action,2022,united_states,-000-935-C2ES_letter_BBB_9.2.22_feb2022.pdf,2
Shell,Alignment with IPCC on Climate Action,2022,australia,#NAME?,2
United Airlines,Alignment with IPCC on Climate Action,2022,global,-000-902-United-Our-environmental-commitment_Jan-2022.pdf,0
United Airlines,Alignment with IPCC on Climate Action,2022,global,-001-024-CST_joint-statement_05-22.pdf,2
United Airlines,Alignment with IPCC on Climate Action,2022,germany,-000-902-United-Our-environmental-commitment_Jan-2022.pdf,0
BP,Communication of Climate Science,2022,global,-001-024-CST_joint-statement_05-22.pdf,1
BP,Communication of Climate Science,2022,global,#NAME?,2
BP,Communication of Climate Science,2022,australia,#NAME?,2
BP,Communication of Climate Science,2022,united_states,-000-956-BP_trade-associations-climate-review-2022_pg4.pdf,2
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_News-release_April-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_News-release_July-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_news-release_06-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_News-release_Jan-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_news-release-June-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-945-Airbus_Seattle-times_Oct-21.pdf,-1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-001-024-CST_joint-statement_05-22.pdf,0
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-001-026-ATAG-declaration_10-21.pdf,0
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,#NAME?,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-756-Airbus_University-Manchester_SAF-100_03-2021.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,global,-000-943-Airbus_twitter_July-21.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_states,#NAME?,0
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,eu,-000-905-Airbus_FT_Aibus-Recover_01-2022.pdf,-2
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,eu,-000-975-Airbus_Politico_Oct-22.pdf,-1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,eu,-000-773-Airbus_Presentation_EU-Fleet-Renewal_05-2021.pdf,0
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,-000-897-Airbus_Transcript_UK-Parliament-Net-Zero_01-2022.pdf,1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,-000-944-Airbus_Written-evidence_Jan-21.pdf,2
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,-000-847-Airbus_Consultation_Net-Zero-Shipping-Aviation-UK_09-2021.pdf,-1
Airbus Group,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,-001-084-Airbus_UK-consultation_09-21.pdf,1
BP,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
BP,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
BP,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,1
BP,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
BP,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,2
BP,Energy Transition & Zero Carbon Technologies,2022,global,-001-024-CST_joint-statement_05-22.pdf,0
BP,Energy Transition & Zero Carbon Technologies,2022,global,-000-956-BP_trade-associations-climate-review-2022_pg4.pdf,1
BP,Energy Transition & Zero Carbon Technologies,2022,new_zealand,#NAME?,2
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,1
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-039-Oil_companies_see_'net_positive'_in_climate_bill_-_E&E_News.pdf,0
BP,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,2
BP,Energy Transition & Zero Carbon Technologies,2022,india,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,eu,#NAME?,1
BP,Energy Transition & Zero Carbon Technologies,2022,eu,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,eu,#NAME?,1
BP,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,#NAME?,1
BP,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-039-BP_-__final_version_Climate_Compatibility_Checkpoint_(1).pdf,-2
BP,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,australia,#NAME?,0
BP,Energy Transition & Zero Carbon Technologies,2022,north_america,-000-958-bp_Letter_-_2022-23_Budget_Augmentation_April_2022.pdf,2
BP,Energy Transition & Zero Carbon Technologies,2022,north_america,-000-945-BP_illinois_EV's_March_2022.pdf,2
BP,Energy Transition & Zero Carbon Technologies,2022,north_america,#NAME?,-1
BP,Energy Transition & Zero Carbon Technologies,2022,europe,#NAME?,2
BP,Energy Transition & Zero Carbon Technologies,2022,africa,#NAME?,-1
Boeing,Energy Transition & Zero Carbon Technologies,2021,global,#NAME?,1
Boeing,Energy Transition & Zero Carbon Technologies,2021,global,-001-024-CST_joint-statement_05-22.pdf,0
Boeing,Energy Transition & Zero Carbon Technologies,2021,global,-001-026-ATAG-declaration_10-21.pdf,0
Boeing,Energy Transition & Zero Carbon Technologies,2021,united_states,#NAME?,0
Boeing,Energy Transition & Zero Carbon Technologies,2021,united_kingdom,-001-088-Boeing_UK-consultation_09-21.pdf,1
Boeing,Energy Transition & Zero Carbon Technologies,2021,eu,-001-038-Boeing_Meeting-Notes_DG-Move_08-22.pdf,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,-001-025-What_is_Renewable_Natural_Gas_(RNG)__—_Chevron.com.pdf,1
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,-001-024-CST_joint-statement_05-22.pdf,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,global,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,north_america,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,north_america,#NAME?,1
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-073-ChevronLD-2_Disclosure_Form.pdf,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-026-8-13Binder1.pdf,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,-001-036-q2LD-2_Disclosure_Form.pdf,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,united_states,#NAME?,-2
Chevron,Energy Transition & Zero Carbon Technologies,2022,australia,#NAME?,0
Chevron,Energy Transition & Zero Carbon Technologies,2022,australia,#NAME?,-1
Chevron,Energy Transition & Zero Carbon Technologies,2022,canada,#NAME?,-2
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,global,-001-030-Rolls-Royce_2021-Annual-Report_08-22.pdf,1
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,global,-001-024-CST_joint-statement_05-22.pdf,0
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,global,-000-904-Rolls-Royce_Press-Release_Spirit-Innovation_01-2022.pdf,1
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-030-Rolls-Royce_Guardian_SMRs_08-22.pdf,0
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-094-Rolls-Royce_PR_Transatlantic-Flight_01-22.pdf,0
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-079-Rolls-Royce_Telegraph_Nuclear-Reactors_11-22.pdf,0
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,united_kingdom,-001-094-Rolls-Royce_Daily-Mail_SMR_01-23.pdf,0
Rolls-Royce,Energy Transition & Zero Carbon Technologies,2022,europe,-001-020-easyJet_eveningstandard_07-22.pdf,1
